,index,Unnamed: 0,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count,sentiment,topic
198,372,372,1464319015665475589,"Toronto, ON",Concerns are growing about a COVID fifth wave and new variant hitting Ontario soon https://t.co/8L5ArT03u6,2021-11-26 19:43:53+00:00,sonyatish,en,0,0,0,0,Neutral,5
199,856,856,1464757807446736901,"Kitchener, Ontario",Hopefully he will get an AR15 load of COVID. https://t.co/IC1nVJ5ctz,2021-11-28 00:47:29+00:00,JULES48Racing,en,0,0,0,0,Neutral,6
200,1058,1058,1465021629193494539,Canada,lmao Fauci is such fucking trash. https://t.co/tryOfx6ATA,2021-11-28 18:15:49+00:00,aguyuno,en,0,0,1,0,Negative,6
201,112,112,1464081429399150595,"British Columbia, Canada",Playing Firewatch because i have covid and nothing better to do :/ Come ask me something! https://t.co/KZfOD90Xnw,2021-11-26 03:59:48+00:00,maachV,en,1,0,1,0,Neutral,6
202,239,239,1464250535658274821,"Windsor, ON",Health Unit COVID-19 Cases &amp; Outbreaks Update For Friday https://t.co/qyDYE21DUI #YQG https://t.co/ZRpuqvWJCN,2021-11-26 15:11:46+00:00,windsoriteDOTca,en,3,0,1,1,Neutral,5
203,954,954,1464888690090512386,"Vancouver, Canada","Omicron 
@DrIanWeissman 
#COVID19 #RSNA21 https://t.co/2mgKhLeqwn",2021-11-28 09:27:34+00:00,DrHugue,en,1,0,2,0,Neutral,2
204,911,911,1464810252499660802,Canada,"Ford, GM and Stellantis have agreed the United Auto Workers union members will not be forced to take the mandatory vaccine as a condition of employment.

And vaccine status of the workers will remain private.

https://t.co/RRMGnpKeMc",2021-11-28 04:15:53+00:00,PureLotusHeart1,en,1,0,3,1,Neutral,5
205,603,603,1464463637284806666,"Ottawa, Ontario","""South Africa identifies new COVID variant"" would've been so easy to write. https://t.co/deAsiDTFc9",2021-11-27 05:18:34+00:00,cinphoria,en,5,1,16,0,Neutral,6
206,461,461,1464371343349092354,"Treaty 6 land/Saskatoon,Canada",Small step in restoring the global supply of the Covid-19 vaccine. #VaccineEquity  #COVAX https://t.co/SamOjLp89G,2021-11-26 23:11:49+00:00,HIVDocSK,en,1,0,10,0,Neutral,6
207,370,370,1464316997987012610,"Calgary, Alberta","Quebec reports over 1,000 COVID-19 cases over a 24-hour period https://t.co/3tl56jtkA5 https://t.co/8vmPeqZe3q",2021-11-26 19:35:52+00:00,TheCanadaNow,en,0,0,0,0,Neutral,4
208,878,878,1464777962377592832,"Scarborough, On","Hey @fordnation you are allowing these employers to push people in to the corner, what happened to the vaccine being optional you coward! Can’t wait for election time to vote you out! https://t.co/xIGM3C5mtL",2021-11-28 02:07:35+00:00,mkmecrzy,en,1,0,8,1,Neutral,6
209,52,52,1464047014061252614,"Montreal, Canada","https://t.co/qXkiVf3j3w

South Africa to be put on England's travel red list over new Covid variant

#AFRICA #BANNED",2021-11-26 01:43:03+00:00,taypeinternat,en,0,0,0,0,Neutral,4
210,327,327,1464293869005127681,"Victoria, British Columbia","A couple months ago, I wrote how it is not charity but in everyone’s interest to defeat vaccine apartheid for the simple reason that unvaccinated people that get infected are variant factories. 

And now we have B.1.1.529. It’s not at all surprising. 

https://t.co/1WYu8IDylu",2021-11-26 18:03:58+00:00,Leigh_Phillips,en,26,9,95,1,Negative,6
211,1089,1089,1465047739062882304,"Colombie-Britannique, Canada","We thought that COVID will be an hour movie but now it is behaving like a Drama that runs for many seasons.. 
#covidvariant 
#COVID19 
#covidlife 
#COVID",2021-11-28 19:59:34+00:00,cheriethedenti1,en,0,0,0,0,Neutral,6
212,987,987,1464955096106782732,"Montreal, Quebec",Ground News: Borders slam shut as world rushes to contain new Covid variant https://t.co/zAnCrd0aaT,2021-11-28 13:51:27+00:00,cliffpavlovic,en,0,0,0,0,Neutral,4
213,1054,1054,1465015497708253199,"Fort Erie, Ontario",Injecting doubt: responding to the naturopathic anti-vaccination rhetoric https://t.co/d9kLeosQjw,2021-11-28 17:51:27+00:00,Nancy_Crouse,en,0,0,1,0,Neutral,5
214,893,893,1464792124621209601,"Toronto, Ontario",visual representation of covid strains https://t.co/cJOie2KgRx,2021-11-28 03:03:51+00:00,lookslikemike,en,0,1,3,0,Neutral,5
215,1009,1009,1464979286348214278,"Ontario, Canada",964 cases… where will be before Christmas? Sending out love and ☮️ to our wonderful healthcare professionals. https://t.co/7y0NWxBYw0,2021-11-28 15:27:34+00:00,Jdavis_Halton,en,2,3,26,0,Positive,6
216,1150,1150,1465098028474408960,Canada,"I need to check the timelines of the baseball fans that don't follow me and come to complain about my baseball knowledge

Should've seen ""vaccine hoax"" and just not bothered with it",2021-11-28 23:19:24+00:00,PatrickMSports,en,0,0,1,0,Negative,6
217,662,662,1464598803953160203,Canada,"1/2 #COVID19 key concerns 🇨🇦: nationally, daily case counts are slowly creeping up so we need to maintain a high degree of caution to avoid a rapid acceleration. Emergence of #Omicron, a new #VariantOfConcern, reinforces the need for caution. https://t.co/UQTuNlUW4o",2021-11-27 14:15:40+00:00,CPHO_Canada,en,32,70,137,7,Neutral,5
218,320,320,1464290737030406149,"Guelph, On, Canada","How about YOU act while we figure out if the new strain is the real deal?

Get 3rd doses into arms
Actually enforce vax requirements
Improve ventilation and airborne precautions
Ensures HCWs are vaxxed
Drop the stupid Jan 17 target

Less catering. More acting. https://t.co/Rv9T9WCj9m",2021-11-26 17:51:31+00:00,weese_scott,en,14,6,89,2,Negative,6
219,224,224,1464234421570215939,"Halifax, Nova Scotia, Canada",You can now book COVID-19 vaccine appointments for those ages 5-11. https://t.co/KPicawcck4,2021-11-26 14:07:44+00:00,mattdagley,en,1,1,1,0,Neutral,6
220,486,486,1464383390774296576,Prince Rupert BC,"Emergency Service supports the focus for two new Job opportunities with the City of Prince Rupert
https://t.co/xGdx3Hn309
City Jail position &amp; 911 dispatcher on the job list today. Applicants should note new hiring policy &amp; COVID vaccine mandate with City of #PrinceRupert #BCMuni",2021-11-26 23:59:41+00:00,CharlesMHays,en,0,0,0,0,Neutral,5
221,82,82,1464059154616791051,Canada,"Jim Jordan hid COVID-19 diagnosis, saying ""I don't talk about my health status with reporters"" https://t.co/OngmrZxpZk",2021-11-26 02:31:18+00:00,ReflectingMan,en,2,1,2,0,Neutral,5
222,318,318,1464290746547191826,"Saskatchewan, Canada",Anyone else wonder if this is related to something much bigger? Yesterday we saw a completely different demeanour from @PremierScottMoe about covid &amp; restrictions. I can’t help but wonder what’s to come. https://t.co/snZTyS2Bxa,2021-11-26 17:51:33+00:00,jenn_summers01,en,1,3,9,0,Neutral,6
223,105,105,1464075314926170112,"Alberta, Canada.","Lindell's SC Complaint, Vaccine Scandal in Slovenia, 30 AZ Child Sex Crime Arrests https://t.co/FBBDpRwKT5",2021-11-26 03:35:30+00:00,MdlMurray,en,0,0,0,0,Neutral,5
224,353,353,1464308933309485066,"Fredericton, Nouveau-Brunswick",Canada to ban travellers from southern Africa as concerns mount over coronavirus variant https://t.co/nMtQnJNjAz,2021-11-26 19:03:49+00:00,arunbudhathoki,en,1,0,2,0,Neutral,4
225,395,395,1464329017117458439,Canada,Good read. A vaccine that does not stop infection nor spread should not be mandated in any fashion. These “leaders” know all too well the havoc they’re wreaking. https://t.co/BhbZFxGhH5,2021-11-26 20:23:38+00:00,emmapeelsboots,en,0,0,1,0,Neutral,3
226,216,216,1464226307764592673,Québec,"What scientists know about the new variant, B.1.1.529. | New York Times https://t.co/XiiDht9iM8",2021-11-26 13:35:30+00:00,FrancoisGuite,en,0,0,2,0,Neutral,6
227,50,50,1464047127781335043,"New Brunswick, Canada",Canada's mask guidance has changed. Here's why you might need an upgrade - https://t.co/lkhgypu8LQ https://t.co/UjqQEYgOrW,2021-11-26 01:43:30+00:00,FerL67,en,0,0,0,0,Neutral,4
228,1130,1130,1465088025134657539,"Victoria, British Columbia","Great idea, but is it a practical clinical possibility?Long COVID risk - a signal to address sex hormones and women's health - The Lancet Regional Health – Europe https://t.co/FnP4UqadzA",2021-11-28 22:39:39+00:00,DrTarylFelhaber,en,0,0,0,0,Neutral,6
229,205,205,1464218306827612164,"West Coast, Canada",New coronavirus variant fears knock 2% off #Dow futures https://t.co/Il79VfwGLD,2021-11-26 13:03:42+00:00,peedeeheenee,en,0,0,0,0,Neutral,1
230,988,988,1464957206252687361,"Ottawa, Ontario","RT MaximeBernier: RT @thereds8: All our freedoms are under attack, and if you do nothing, it will get far, far worse. 

@DMillardHaskell explains: 

Vaccine Mandates are the Rehearsal, the Future will be Worse--Prof. Haskell https://t.co/oxHgEwZxgc",2021-11-28 13:59:50+00:00,PPCKCR,en,1,0,3,0,Neutral,6
231,347,347,1464304872950358016,Bow Island AB,"""But the same vax that worked poorly for the original alpha version it was designed for will still save us all...just keep boosting...just keep boosting""- Pfizer; Moderna etc

https://t.co/reXWeRdIbW",2021-11-26 18:47:41+00:00,raetay1yahoo,en,0,0,0,0,Neutral,6
232,339,339,1464300905898074118,"Vancouver, British Columbia","Airline and Travel Stocks Tumble Amid New Covid Variant Concerns

#Africa #AirlineIndustry #AirTravel #COVID19 #Covid19Vaccine #CovidVariant #Hotels #Pandemic #Stocks #TravelIndustry #TravelRestrictions https://t.co/LvEYmIgnxF",2021-11-26 18:31:56+00:00,FinancialBuzzCA,en,0,0,1,0,Neutral,1
233,946,946,1464868633444823046,"Québec, Canada 🇨🇦","""As Omicron Variant Circles the Globe, African Nations Face Blame and Bans"" by BY BENJAMIN MUELLER AND DECLAN WALSH via NYT New York Times https://t.co/GEnlBtKXyj",2021-11-28 08:07:52+00:00,DJIMB3RRY,en,0,0,0,0,Neutral,4
234,786,786,1464701518192332800,Treaty 6 Territory,"My initial thoughts on #Omicron:

1. This is the direct result of vaccine inequity and vaccine nationalism. Countries around the world, including Canada, MUST commit to sending vaccines and funding to the Global South. 

2. This was entirely predictable and preventable. /1",2021-11-27 21:03:49+00:00,shazmamithani,en,44,8,254,0,Neutral,6
235,535,535,1464410105756139520,"Ottawa, Ontario","We’ll see how “concerned” you are from your actions, Dougie. #resignDougFord #ontpoli #incompetent  https://t.co/MSY98mUNXc",2021-11-27 01:45:51+00:00,TendyAbe,en,0,0,0,0,Neutral,6
236,1088,1088,1465047749225857026,"Toronto, Canada","A special adviser to the director general of the World Health Organization says it ""wouldn't be a surprise"" if there were cases of the omicron variant of the coronavirus in Canada.

https://t.co/eQX5iCvTQI",2021-11-28 19:59:37+00:00,ahmadeofficial,en,0,3,3,0,Neutral,6
237,1010,1010,1464981355247267845,Lower Mainland BC,"Hoping that the real winner wasn't #Covid 
#Michigan #MICHvsOSU https://t.co/FRl9duw58b",2021-11-28 15:35:47+00:00,dougthecoach,en,0,0,3,0,Neutral,6
238,269,269,1464266640250396674,"Courtenay, BC, Canada","“The Canadian federal government — — At best, it will show up later with huge cheques to ease the pain of disasters it failed to prepare for, failed to see coming, and failed to effectively manage once they arrived”. @mattgurney @the_lineca 

https://t.co/55F9HL8P0V",2021-11-26 16:15:46+00:00,KvWah,en,4,1,7,1,Neutral,6
239,715,715,1464632995084705793,"Toronto, Ontario","British Medical Journal reports today there is no scientific evidence that the vaccine works.
#NoVaccineMandates https://t.co/l1BO7guqcl",2021-11-27 16:31:32+00:00,VitalityOnline,en,1,0,3,0,Neutral,5
240,386,386,1464323052104085506,"Winnipeg, Manitoba",Great to see all the non-kids in line to get their COVID shots at @RBCConvCtreWpg About 50% are 12+ #GetVaccinated,2021-11-26 19:59:56+00:00,PKolochuk,en,0,0,9,0,Positive,6
241,199,199,1464212321199398924,"Winnipeg, Manitoba, Canada",What you need to know about Canada's updated vaccine rules for domestic travel: https://t.co/ryPyzNujbt https://t.co/8VAM9qlMmo,2021-11-26 12:39:55+00:00,ctvwinnipeg,en,1,2,5,0,Neutral,4
242,532,532,1464405980003848193,"Toronto, Ontario","Fascinating how vocal he is about banning flights THIS time, when there's all kinds of loud talk about new outbreaks in European countries and he hasn't said a peep 🤔🤔🤔

https://t.co/QK22oqM7Ji",2021-11-27 01:29:27+00:00,gayfat_andsassy,en,0,1,1,0,Neutral,4
243,236,236,1464250575147569154,"North Vancouver, BC",Is it vaccine resistant? What scientists know of new Covid variant https://t.co/VlS1TFdBuY,2021-11-26 15:11:56+00:00,Crof,en,2,1,4,0,Neutral,5
244,774,774,1464693403082543111,"Toronto, Ontario",Covid has turned everyone into the most annoying versions of themselves,2021-11-27 20:31:34+00:00,curtwes23,en,0,1,0,0,Negative,6
245,776,776,1464695427580706818,"Montreal, Canada","https://t.co/ohfUsaXxBW

🔥 Early action against Omicron is imperative to avoid devastating consequences | Ewan Birney

#OMICRON",2021-11-27 20:39:37+00:00,taypeinternat,en,0,0,1,0,Neutral,6
246,382,382,1464320983469338631,"Montreal, CA",Cryptocurrencies tumble as coronavirus variant shakes markets #CryptoCurrencies via https://t.co/l0Y4qQSQ4o https://t.co/cIWpzMV2n6,2021-11-26 19:51:42+00:00,eddan0306,en,0,0,0,0,Neutral,1
247,970,970,1464930974257623045,"Mahone Bay, NS","There have been more than 260 million global covid cases and &gt;five million deaths.
We look forward to our youngest getting the first dose this week, but wish there was more progress in getting those shots to everyone, everywhere.",2021-11-28 12:15:36+00:00,MahoneBayMyers,en,0,0,5,0,Positive,6
248,590,590,1464451371743297537,"Ottawa, Ontario","Registration is required for Maveerar Naal as space is limited, please use the link below to register!
https://t.co/ln1ljMNYcr
Upon arrival, we will make sure you have the following:
1.) Face Mask
2.) Proof of Vaccination (2 doses)
3.) Piece of ID (School/ Government ID)",2021-11-27 04:29:49+00:00,carletontsa,en,0,0,0,0,Neutral,4
249,853,853,1464753821264064514,"Avonbank, Ontario","BTW, which state has the highest Covid rate right now? ...#Murrica https://t.co/USf8pDSS4b",2021-11-28 00:31:39+00:00,smootholdfart,en,0,4,5,0,Neutral,6
250,583,583,1464447192844804108,Canada ❤️ Edmonton 🙋🏻‍♀️☀️⚖️,"Ben Harper is opining about the appropriate policy for new covid variant Omicron. 

Got news for ya kid! Omicron spreading across North America is probably already happening. https://t.co/5WUY29q6Wh",2021-11-27 04:13:13+00:00,sunnshiiny,en,1,1,18,0,Neutral,4
251,127,127,1464095377842266117,victoria bc,Holy fuck the South Park Post Covid special was too good. Apparently I’m married to Wendy in the future 😂,2021-11-26 04:55:14+00:00,darwinyoung,en,0,0,0,0,Neutral,6
252,72,72,1464057109474074625,"Toronto, Ontario",anyone know the efficacy of one dose of Covid vaccine in kids?,2021-11-26 02:23:10+00:00,shoshannasaxe,en,0,1,1,0,Neutral,6
253,116,116,1464085284908322823,"Toronto, Canada","Think I might have Covid. Been dealing with a horrible cough the past few days. 

I'm fully vaccinated so hopefully this shit goes away soon. But it's kicking my ass right now.",2021-11-26 04:15:07+00:00,JimKarasBoxing,en,1,23,46,0,Neutral,6
254,835,835,1464737678474240019,"Toronto, Ontario","How COVID-19 is changing the legal profession?  The COVID-19 pandemic has fundamentally changed the legal, economic, and social order around the world.
#cifile #lawyer #legal 
For more information: https://t.co/dR3WIz5bjl https://t.co/x5VlJBQVtn",2021-11-27 23:27:30+00:00,Cifile_Canada,en,9,1,8,0,Neutral,1
255,436,436,1464349195817652226,"Cloverdale - Langley City, BC","Starting today, all foreign nationals who have travelled through South Africa, Namibia, Zimbabwe, Botswana, Lesotho, Eswatini or Mozambique in the last 14 days are barred from entering Canada. This is to limit the spread of the new COVID variant, Omicron.
https://t.co/sJ3CsajyRL",2021-11-26 21:43:49+00:00,jwaldag,en,0,0,0,0,Neutral,4
256,33,33,1464037097388531714,"Toronto, CA",South African scientists detect new COVID-19 variant amid spike https://t.co/YcwdVOkAUW via @cp24,2021-11-26 01:03:39+00:00,cngzkync,en,0,1,1,0,Neutral,5
257,90,90,1464065194649427971,"Toronto, Ontario","""aS a bIG fU tO aNtIvAxXerS""

So you idiots want to ruin your health with excess sugar after potentially ruining your health with experimental vax side effects.   Yeah, that'll sure show us ""antivaxxers"" lmao why are you all so colossally fucking dumb?? 🤡🤡🤡  Blog TO = 🗑️🗑️🗑️ https://t.co/LAnqH4Op74",2021-11-26 02:55:18+00:00,theillthoughts,en,0,1,2,0,Negative,3
258,120,120,1464089451957735465,Canada,"#ChapmansIceCream has rewarded supervisery and below positions a $1 per hour wage increase if they’re vaccinated. #antivaxxers groups are attempting to boycott company. Should more companies reward vaccinated workers? Is this fair?#GetVaccinated #icecream 
https://t.co/YNvNQX7ptF",2021-11-26 04:31:41+00:00,liammoffatt5,en,0,0,0,0,Neutral,5
259,179,179,1464192168109740032,"Toronto, Ontario","We're hosting #VaxTheHolidays clinics for the #BlackFriday weekend.

🗓Until November 27
📍20 clinics
✅First, second and third doses for eligible residents

Clinic locations and hours here: https://t.co/YP3mqXmgNh https://t.co/5uPJ8FMkRo",2021-11-26 11:19:50+00:00,JohnTory,en,4,6,9,2,Neutral,6
260,896,896,1464796099319721984,"British Columbia, Canada",The obvious stupidity of the people who are pro-vaccine pass.  I am unvaccinated and do not have covid.  Yet it is their belief I will infect them with something I don’t have to infect them with.,2021-11-28 03:19:39+00:00,garhuthitka,en,0,0,4,0,Neutral,3
261,854,854,1464755818117533704,Living on Darkinjung land,Omicron Covid variant: Greg Hunt backflips as Australia shuts border to southern Africa https://t.co/8AviUqmssZ,2021-11-28 00:39:35+00:00,libliars,en,0,0,0,0,Neutral,4
262,592,592,1464453286753234945,"Vancouver, British Columbia",One of the many mental health effects of Covid-19 is the increased rate at which people are experiencing eating disorders. Referrals have doubled since last year to St. Paul hospital's provincial Tertiary Adult Eating Disorders Program (as of Nov. 15),2021-11-27 04:37:26+00:00,SobiaMoman,en,0,0,2,0,Neutral,4
263,1095,1095,1465055757645271047,"Toronto, Ontario","I've been trying to estimate the total future severe outcomes of COVID-19 in Canada, as a way to understand what endemicity might look like, and how many of these severe outcomes we may be able to prevent through vaccination.

🧵",2021-11-28 20:31:26+00:00,MoriartyLab,en,15,3,50,3,Neutral,6
264,674,674,1464606919960707073,"London, Canada",Winter wave – How Europe should deal with covid-19 https://t.co/dvoNETfTUV,2021-11-27 14:47:55+00:00,LatinoLdnOnt,en,0,0,0,0,Neutral,5
265,772,772,1464691394665082887,can neither confirm nor deny,"Ditto.. Lets talk about Aids, Flue and Cancer like Covid is spoken about and pushed into our faces. https://t.co/BcEb6qpsJD",2021-11-27 20:23:35+00:00,spacephilman,en,0,0,1,0,Neutral,6
266,1079,1079,1465043800036974593,Canada,"I’m old enough to remember “Freedom Day.”
#Covid #covidvariant https://t.co/EgT6aMXZ5o",2021-11-28 19:43:55+00:00,Canadia56668243,en,0,0,0,0,Neutral,6
267,210,210,1464220291186442244,"Ontario, Canada",Fridays Less than 1000 Volume 2 Music Playlist!! https://t.co/Rxi63kV1Jg #rockindiepunkmetal #rtitbot @theretweetermag #rtArtBoost #Spotify #Python #music #dogelonmars #cryptocurrencies #COVID19 #Ethereum #Radio #BlackFriday #goodmorning #fridaymorning #JustInflation #Trending,2021-11-26 13:11:35+00:00,Marathon_85,en,3,0,0,0,Positive,6
268,670,670,1464604908255076357,Canada,Former RCMP Speaks out against vaccine mandates // CORPORAL DANIEL BULFORD https://t.co/oY41BMvcy6,2021-11-27 14:39:55+00:00,Fraidycat7,en,0,0,0,0,Neutral,3
269,1068,1068,1465033720855818240,"Alberta, Canada",Question about vaccine https://t.co/cllt0y9Jos #AB,2021-11-28 19:03:52+00:00,Alberta411,en,0,0,0,0,Neutral,5
270,98,98,1464071268895010846,Ontario,The billions already made off covid isn’t enough. God help us. https://t.co/IVwCngNmh3,2021-11-26 03:19:26+00:00,lizmh70,en,5,9,29,1,Neutral,6
271,846,846,1464749780156964871,"Toronto, ON",Think we can all agree that COVID can go fuck itself.,2021-11-28 00:15:35+00:00,WheresWalter88,en,0,0,6,0,Negative,6
272,539,539,1464414309996326914,"Brampton, Ontario, Canada",TSX plunges as COVID variant worries spook markets https://t.co/4NewnL07Lx,2021-11-27 02:02:33+00:00,brampton_news,en,0,0,1,0,Neutral,1
273,890,890,1464788049766719488,Beautiful British Columbia,B.C. COVID-19 pandemic update https://t.co/yTi2QVO7QY,2021-11-28 02:47:40+00:00,BCMediaConnect,en,0,0,0,0,Neutral,4
274,700,700,1464626988174307328,"North Vancouver, BC",The Sicilian town where the Covid vaccination rate hit 104% https://t.co/aaT7dj56zG,2021-11-27 16:07:40+00:00,Crof,en,2,0,3,0,Neutral,4
275,927,927,1464828194440327174,Canada,Canada has already had 610 days of lockdown. We have partial restrictions lifted for people with vaccine passports. But the lockdowns in Canada have been so bizzarely long. They are trying to lock us down again. It feels kind of like Jail but country wide. https://t.co/RIbPnRDaor,2021-11-28 05:27:11+00:00,LukeChudoba,en,0,1,7,0,Negative,6
276,654,654,1464590749421473798,"Kitchener, Ontario",Symptomatic COVID-19 testing should be free and readily accessible to all Ontarians - but it does not belong in drug stores. Sign the petition calling on Doug Ford to keep our pharmarcies safe. #ONPoli https://t.co/vxcGfW5LAq via @leadnowca,2021-11-27 13:43:40+00:00,ventiamos,en,4,0,3,0,Neutral,4
277,849,849,1464751762074746885,"Saskatoon, Saskatchewan","A message about tonight’s Saskatoon concert, from City and Colour:
 
Unfortunately, two of our crew members have tested positive for COVID-19. All other members of our touring family have taken a PCR test and are testing negative. 

1/2",2021-11-28 00:23:28+00:00,tcu_place,en,4,1,3,1,Neutral,5
278,1019,1019,1464989423951613959,"Toronto, Canada","""The South Asian population had one of the most dramatic reductions in vaccine hesitancy in the country,"" Dr. Raj Grewal said.

The latest, on how #Brampton achieved high vaccination coverage despite its unique challenges.

https://t.co/Hui1S8BOxP",2021-11-28 16:07:51+00:00,TorontoRaza,en,37,4,82,2,Neutral,5
279,1162,1162,1465108144326168580,Ontario canada,False news. Vaccines do Not protect you from covid....but Pfyzer LOVES you. https://t.co/14kSwQN5hB,2021-11-28 23:59:36+00:00,SamMetc35688623,en,0,0,0,0,Neutral,3
280,319,319,1464290742520762377,Canada,"After all of your massive mistakes &amp; overall abysmal failure at leadership, particularly in regards to COVID &amp; the AB economy, I'm quite sure our very competent Prime Minister &amp; federal gov't aren't waiting on your advice. On anything. You are simply unbelievable!😳 #ResignKenney https://t.co/PBesizDsRB",2021-11-26 17:51:32+00:00,janetwagner21,en,10,1,33,2,Neutral,6
281,619,619,1464500148038369287,"BC, Canada","If they put in the Covid protocols they had at the beginning of the pandemic, before the more transmittable variants which kill people easier, the traffic was very scarce, therefore would save on gas &amp; save people's lives, plus the environment; add closed borders &amp; online school https://t.co/JC0t6hl4lZ",2021-11-27 07:43:39+00:00,CoachPerry59,en,0,0,0,0,Neutral,6
282,599,599,1464459502657417217,Canada,Covid every 2 months https://t.co/lPV0owgHfT https://t.co/mZ5econ8ty,2021-11-27 05:02:08+00:00,_Melo9_,en,0,0,5,0,Neutral,6
283,254,254,1464258612637929484,Canada,"#Ontario Administered 19,820 Vaccine Doses Yesterday, Reaching A Total Of 22.86 Million #VaccineDoses
89.2% Of #Ontarians 12+ Have Received First Dose, 86.2% Fully Vaccinated
#ymedia #southasiandaily #COVID19Vaccine 
@YudhvirJaswal https://t.co/eEpY4ab6hE",2021-11-26 15:43:52+00:00,ymediagroup,en,0,0,0,0,Neutral,4
284,582,582,1464447236402819076,"Ontario, Canada",Nobel Laureate Warns: COVID Vaccine is Creating Variants https://t.co/V297tRzQys via @tracybeanz,2021-11-27 04:13:23+00:00,pompom2227,en,0,0,0,0,Neutral,5
285,230,230,1464242494732849165,"Calgary, Alberta","55K pediatric COVID-19 vaccines booked, Alberta’s full supply now here | https://t.co/OaCiWQcfyc - https://t.co/H4IqFl0I1D https://t.co/W0LH1OVZZu",2021-11-26 14:39:49+00:00,UNALocal115,en,1,0,0,0,Neutral,4
286,972,972,1464932969471221765,Canada,another bit of evidence the WHO is ruled by politcally corrrect ideology. the Greek alphabet was a handy label to avoid assigning a country to a virus name BUT we have to worry about Chinese sounding Xi.  real problem is running out of Greek letters because covid keeps mutating. https://t.co/pm7oqebpEL,2021-11-28 12:23:31+00:00,gjhong52,en,0,0,0,0,Neutral,6
287,1020,1020,1464989417718824964,"Toronto, Ontario",i’d feel much better if we donated our third doses to countries that haven’t been able to access vaccines. rolling out third doses is unethical given the current vaccine apartheid. this is not rocket science. https://t.co/xHnXR39N7R,2021-11-28 16:07:50+00:00,brooketayls,en,0,0,0,0,Neutral,6
288,760,760,1464685359837687816,"Toronto, Ontario","COVID virus could be in the lungs and not in throat hence false negative COVID test .., be aware",2021-11-27 19:59:36+00:00,dr_razack,en,0,0,0,0,Neutral,6
289,552,552,1464420515775397896,"Calgary, Alberta","IT Program Manager (covid hybrid) - Edmonton, Alberta https://t.co/Cm45kb8MPU",2021-11-27 02:27:13+00:00,LeoneJoubert,en,0,0,0,0,Neutral,6
290,826,826,1464733756749754370,"Toronto, ON Canada",If I had a dollar for every time an antivaxxer claimed they only oppose *this vax* and weren't anti-vaxxers... https://t.co/z69wKeajUI,2021-11-27 23:11:55+00:00,MIKERUSSELLMMA,en,2,9,54,0,Neutral,6
291,656,656,1464592753103454219,"Toronto, Ontario",Plexiglass dividers are the most moronic covid theatric during this whole pandemic. We’ve been saying this for some time now. https://t.co/pIemW9Ktxr,2021-11-27 13:51:37+00:00,shalom08,en,17,8,52,2,Negative ,6
292,993,993,1464963238358044673,Toronto Ont,"How will that be possible?Prov gov't undermines initiative to get vax and 3rd shots, the blame the Feds and deflection approach con'ts...if this new variant were a highway I would have all the faith Ford would be all over it and sort it out...but its not. https://t.co/ibOtWLy4en",2021-11-28 14:23:48+00:00,nftweet,en,0,0,0,0,Neutral,6
293,1063,1063,1465025628864843776,"Beautiful Vancouver,BC, Canada",Is Omicron Coming to a Town Near You?#Omicron is Now Detected in Locations as Far as Australia!#CovidEmergency #Covid19 #CovidCrisis #Covid19Canada #Covid_19 #corona #Covid19BC #OmicronVariant #Coronavirus #Vax #Progressive #Covid19AB #Covid #Progressives  https://t.co/hcdeKrN5Jh,2021-11-28 18:31:43+00:00,ActionTime,en,2,2,1,0,Neutral,2
294,13,13,1464027103201050635,"Niagara, Ontario canada",at this rate we will stuck indoors forever f you covid go piss off,2021-11-26 00:23:56+00:00,halladayfan32,en,0,1,6,0,Negative,6
295,1005,1005,1464977295932891136,"Toronto, Ontario",If COVID-19 could tweet: https://t.co/qeWu4Zdopg,2021-11-28 15:19:39+00:00,telepattey,en,1,0,0,0,Neutral,6
296,68,68,1464057304328781832,Peripatetic - Stuck in AB,"A new Covid-19 variant could show immune evasion and enhanced transmissibility, South African scientists warn
https://t.co/WdGP5KErt4",2021-11-26 02:23:56+00:00,hazydav,en,5,1,9,2,Neutral,5
297,797,797,1464707475505041420,"Toronto, Canada",New York awards first round of Covid-19 vaccine scholarships for kids 5 to 11 https://t.co/xFRhFcxFoA,2021-11-27 21:27:29+00:00,dave1agar,en,0,0,0,0,Neutral,5
298,427,427,1464345153951334402,"Winnipeg, Manitoba","Check out six reasons a COVID-19 vaccine booster is right for you!

#COVID19 #vaccine #covidvacccine2021 #protectmb https://t.co/y6aGIzQVmA",2021-11-26 21:27:45+00:00,NorWestYouthHub,en,1,0,0,0,Neutral,5
299,691,691,1464623006123126793,Edmonton Canada,"Evidence supplements help with covid? Not a single supplement was found to have a clear benefit. No ringing endorsements.

Supplement use has become as much an ideological flag as a personal health strategy. https://t.co/TfMN57gx4n",2021-11-27 15:51:50+00:00,CaulfieldTim,en,33,6,118,1,Neutral,6
300,743,743,1464665285785489413,He/him Canada,"What are the chances conversion therapy, covid supports, 10 paid sick days and new criminal offences for the intimidation of healthcare workers can all pass the senate before Christmas break?",2021-11-27 18:39:50+00:00,MRyan_4,en,0,0,0,0,Negative,6
301,470,470,1464373341456842755,Canada,Our leaders fail to resume parliament which is telling us he does not much hope in the vaccine https://t.co/PODFSkazQX,2021-11-26 23:19:46+00:00,VlQ1dqbqKOuf167,en,0,0,0,0,Neutral,6
